1, -70, -33, 108, 315, 44, 44, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, -70, -60, 471, 67, 43, 43, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -63, 8, 376, 123, 40, 40, 17, 26, 7, 14, 12, 14, 6, 18, 14, 12, 12, 
1, -58, -1, 422, 121, 71, 71, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -38, 13, 125, 129, 53, 53, 84, 17, 22, 18, 16, 1, 0, 0, 0, 0, 0, 
1, -35, 51, 327, 74, 42, 42, 46, 13, 1, 14, 13, 3, 0, 0, 0, 0, 0, 
1, -33, 11, 366, 186, 63, 63, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -33, 23, 202, 101, 49, 49, 96, 18, 16, 17, 15, 17, 32, 1, 17, 15, 12, 
1, -24, 18, 283, 41, 42, 42, 50, 27, 7, 15, 12, 6, 0, 0, 0, 0, 0, 
0, -22, 31, 448, 221, 54, 54, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -19, 21, 284, 113, 53, 53, 72, 34, 13, 19, 15, 14, 15, 17, 19, 16, 14, 
0, 7, 16, 599, 171, 73, 73, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 18, 44, 295, 186, 48, 48, 24, 5, 20, 17, 14, 27, 0, 0, 0, 0, 0, 
1, 21, 30, 332, 29, 53, 53, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -57, -11, 156, 145, 60, 60, 45, 39, 5, 21, 18, 8, 22, 30, 22, 18, 2, 
0, -50, 65, 337, 10, 123, 123, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -49, 0, 368, 168, 44, 44, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -42, 13, 541, 130, 51, 51, 37, 25, 9, 18, 15, 9, 29, 34, 18, 16, 9, 
0, -30, 1, 184, 225, 46, 46, 5, 0, 0, 16, 14, 6, 0, 16, 16, 13, 1, 
0, -9, -9, 620, 93, 41, 41, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 15, 22, 264, 8, 148, 148, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 15, 15, 401, 258, 29, 29, 1, 14, 20, 10, 9, 2, 0, 0, 0, 0, 0, 
0, 48, 48, 241, 282, 45, 45, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -55, 21, 188, 130, 53, 53, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -41, 22, 418, 128, 108, 108, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, -31, -28, 477, 159, 56, 56, 4, 24, 39, 20, 17, 8, 21, 20, 20, 17, 6, 
0, -29, -24, 324, 82, 51, 51, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -21, 34, 319, 174, 79, 79, 49, 20, 33, 27, 23, 30, 0, 0, 0, 0, 0, 
0, -9, -9, 133, 111, 87, 87, 1, 57, 44, 30, 26, 6, 0, 0, 0, 0, 0, 
0, 1, 6, 219, 57, 46, 46, 2, 27, 32, 16, 14, 10, 9, 32, 16, 14, 2, 
0, 22, 22, 104, 189, 81, 81, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
